#alias	STUDY	SAMPLE	RUN/s	filename	md5	unencr_md5	reads_mapped
S00CXRA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS699847	ERR850423,ERR850439,ERR850443,ERR850453,ERR850457,ERR850461,ERR850465,ERR850481,ERR850485,ERR850501,ERR850505,ERR850515	release_20150820_bcf/S00CXRA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	e3379dacf47018d8fb94c680b9f7dfaf	 c0bde30f0e09d2280398252c3fbd2ecb	991576457
S0022I53.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS337091	ERR381258,ERR381269,ERR381273,ERR381291,ERR381295,ERR381299,ERR381303,ERR381329,ERR381333,ERR381337,ERR381341,ERR381236,ERR381240,ERR381348	release_20150820_bcf/S0022I53.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	796d88d9e9b051c67fa862ea5b8d4520	 fb2e2912a21d489a5783aa7e8f3628e2	989839327
S009W451.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS433783	ERR571578,ERR571725,ERR571570,ERR571574,ERR571550,ERR571554,ERR571558,ERR571562,ERR571566,ERR571614,ERR571626,ERR571633,ERR571637,ERR571641,ERR571645,ERR571649,ERR571653,ERR571677,ERR571689,ERR571657,ERR571665	release_20150820_bcf/S009W451.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	9da860b7ddb89e31f7f1e266e30bf04c	 090b802b4df4c4d1cc1e076f8ec499bc	1125830090
S004XMA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS377554	ERR385875,ERR385877,ERR385883,ERR385873,ERR385879,ERR385881,ERR385885,ERR385887,ERR385889	release_20150820_bcf/S004XMA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	c039aec3cef4cfbfa905e40e61c2d06a	 a25d132118501c0665e854ad80da397d	866855225
S00BHQ51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS422220	ERR669924,ERR670096,ERR670100,ERR670148,ERR669944,ERR669948,ERR669952,ERR669968,ERR669972,ERR669976,ERR669980,ERR669984,ERR669988,ERR669992,ERR670024	release_20150820_bcf/S00BHQ51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	f68c95313b3d16f9e6682e645b6471eb	 0cc500f38c55848c16032838a243733f	1088192529
C0068L51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS214675	ERR305523,ERR305514,ERR305517,ERR305520,ERR305544,ERR305547,ERR305550,ERR305553,ERR305556,ERR305559,ERR305562	release_20150820_bcf/C0068L51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	8b9b5da66e901c88e48f06657ba137ee	 cf20b7d90437a938fa92719da79d7d4e	1038013872
S002ND51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS523614	ERR670110,ERR670114,ERR670122,ERR670126,ERR670130,ERR670154,ERR669930,ERR670030,ERR670038,ERR670042,ERR670046,ERR670050,ERR670054,ERR670058,ERR670062	release_20150820_bcf/S002ND51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	3dd2f7921b06e84ab63ee063b2722284	 da4bcfa9285a366a8ba3b1b07c9242a9	1246588544
S007G756.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS433779	ERR670111,ERR670115,ERR670123,ERR670127,ERR670131,ERR670155,ERR669931,ERR670031,ERR670039,ERR670043,ERR670047,ERR670051,ERR670055,ERR670059,ERR670063	release_20150820_bcf/S007G756.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	cfaa66fa0b194e45cdad200094514f4f	 4e94e391c6433e6780e2b01b9f24dfe5	1146749934
S00DCS51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS433796	ERR670118,ERR670134,ERR670138,ERR670142,ERR670158,ERR669934,ERR669938,ERR669994,ERR669998,ERR670002,ERR670006,ERR670010,ERR670014,ERR670018,ERR670034	release_20150820_bcf/S00DCS51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	cf6bbb33760cb1095d3ba1c6fc540ca2	 0aadd2790c4ba5ce27993314700f86b5	1077021350
C004GD51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS206483	ERR776983,ERR776997,ERR777017,ERR777018,ERR777019,ERR777020,ERR777021	release_20150820_bcf/C004GD51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	a987818d65d2fd8194a715e2356e6db0	 14a7eb7ae603d548ec9090badc1f3493	2306591100
S001U353.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS523613	ERR670109,ERR670113,ERR670121,ERR670125,ERR670129,ERR670153,ERR669929,ERR670029,ERR670037,ERR670041,ERR670045,ERR670049,ERR670053,ERR670057,ERR670061	release_20150820_bcf/S001U353.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	88c66495ba08af449ff1958c235536ce	 a667cd850719e9c9457c16bc351c512f	1204583247
C001UYA3bs.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS208317	ERR776962,ERR776963,ERR776964,ERR776965,ERR776966,ERR776967,ERR776968,ERR776969,ERR776970,ERR776971,ERR776972,ERR776973,ERR776974,ERR776975,ERR776976,ERR776977,ERR776978,ERR776979,ERR776980	release_20150820_bcf/C001UYA3bs.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	a735658c77c745598f078f9314c83be8	 295a02a712aad0ae54aec605d4ac73f4	2289862058
S00H6O51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS523628	ERR670120,ERR670136,ERR670140,ERR670144,ERR670160,ERR669936,ERR669940,ERR669996,ERR670000,ERR670004,ERR670008,ERR670012,ERR670016,ERR670020,ERR670036	release_20150820_bcf/S00H6O51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	d7708a85e18699228802a62ebe803581	 271c5a98b688c3cf60ede7b74928faab	1251021249
S004BT51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS358643	ERR381284,ERR381247,ERR381251,ERR381265,ERR381280,ERR381313,ERR381317,ERR381321,ERR381325,ERR381220,ERR381224,ERR381228,ERR381232,ERR381355	release_20150820_bcf/S004BT51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	3f1d84f4fbd60ea6368ad6b04a6c11ba	 2477fd29c101a9a099942685c440410a	949755923
S00CWTA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS699848	ERR850424,ERR850440,ERR850444,ERR850454,ERR850458,ERR850462,ERR850466,ERR850482,ERR850486,ERR850502,ERR850506,ERR850516	release_20150820_bcf/S00CWTA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	d71a91859ed1eadf7c5938127c255554	 5bc823b08d4c24bfec97ee6e007eee0b	968982625
W653.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS568736	ERR655298	release_20150820_bcf/W653.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ab4b238c083659c407d13fdf85af43cd	 fd1c26a5829a1527d1a169e6b8f15c8e	68926500
S00D39A1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS699849	ERR850419,ERR850429,ERR850432,ERR850449,ERR850471,ERR850474,ERR850491,ERR850494,ERR850511	release_20150820_bcf/S00D39A1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ac87b62094e9bfd958fc991fa932e91b	 0add1be81aa74c9d1f6967e565cc42be	1011017828
S00BS451.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS422221	ERR571584,ERR571588,ERR571592,ERR571596,ERR571600,ERR571604,ERR571608,ERR571620,ERR571624,ERR571683,ERR571731,ERR571735,ERR571739,ERR571743,ERR571671,ERR571695,ERR571747	release_20150820_bcf/S00BS451.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	475d91adcbabf319e93aea2ca875fe93	 358d4e3bb0259f4e586766663636af5c	1063792407
C001UYA1bs.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS227749	ERR776981,ERR776994,ERR776995,ERR776996,ERR777000,ERR777014,ERR777015,ERR777016	release_20150820_bcf/C001UYA1bs.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	8ca944ecfae63397f8eca0f185695fb2	 4aeeeaa2b24f05f0e053f1cb3c9f4439	2325695952
C005VG51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS337073	ERR381244,ERR381248,ERR381262,ERR381277,ERR381281,ERR381310,ERR381314,ERR381318,ERR381322,ERR381217,ERR381221,ERR381225,ERR381229,ERR381352	release_20150820_bcf/C005VG51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	faf3bf19bd633a350d14514dea17cd62	 505a8229e37d92aff30adcbe28c41084	908753584
GC_T14_10.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS666928	ERR772222,ERR772228,ERR772229,ERR772235,ERR772240,ERR772243	release_20150820_bcf/GC_T14_10.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	37db8c4a6ab5d70716a89dbdf039b86a	 68ec3230ab3d963ca1f3f07364b1f02a	1923100411
S005FHA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS699852	ERR850426,ERR850442,ERR850446,ERR850456,ERR850460,ERR850464,ERR850468,ERR850484,ERR850488,ERR850504,ERR850508,ERR850518	release_20150820_bcf/S005FHA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	a5dd03dda455c5270f6ecdc7b3068815	 7e553f11ebf93c324e73f0ae59217edf	971889831
S006XE53.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS523618	ERR670117,ERR670133,ERR670137,ERR670141,ERR670157,ERR669933,ERR669937,ERR669993,ERR669997,ERR670013,ERR670001,ERR670005,ERR670009,ERR670017,ERR670033	release_20150820_bcf/S006XE53.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	9cbef2b7f6f241da3f16a894a09ffdc6	 c84a7c4165d693188d86fa6081d67c02	1219597800
HPC-V151.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS666926	ERR772233,ERR772220,ERR772226,ERR772227,ERR772241	release_20150820_bcf/HPC-V151.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	034111494af7a18f32622b8cf19875ca	 e9e401d9d8f4336e02eee45b35a283ee	1885333466
csMBC_NC11_41.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS666930	ERR772225,ERR772238,ERR772246,ERR772251,ERR772252,ERR772253	release_20150820_bcf/csMBC_NC11_41.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	89cd5da651324ddd22945d6eca641686	 48f187b3e42fd5503724c2400d867931	1973382047
S001S753.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS337085	ERR381279,ERR381246,ERR381250,ERR381264,ERR381283,ERR381312,ERR381316,ERR381320,ERR381324,ERR381219,ERR381223,ERR381227,ERR381231,ERR381354	release_20150820_bcf/S001S753.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	822edd9d944141cb66b1a4cf3d2e9124	 717d981672187eb19b191359cece7acf	894251665
S00CYPA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS699851	ERR850445,ERR850455,ERR850425,ERR850441,ERR850459,ERR850463,ERR850467,ERR850483,ERR850487,ERR850503,ERR850507,ERR850517	release_20150820_bcf/S00CYPA1.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	16f820af848836b671531392eb2672fe	 ac8ee01d2afe8fd83be7d3426b2a5322	953578454
S007DD51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	ERP002159	ERS433778	ERR571727,ERR571568,ERR571572,ERR571576,ERR571580,ERR571552,ERR571556,ERR571560,ERR571564,ERR571616,ERR571628,ERR571635,ERR571639,ERR571643,ERR571647,ERR571651,ERR571655,ERR571679,ERR571691,ERR571659,ERR571667	release_20150820_bcf/S007DD51.WGBS.gem_cnag_bs.GRCh38.20150707.bcf	bc55ea8f86949c711f4b42dbaeac9c01	 166e1f043d1606207c184fc4072690c0	1119728958
